cliente_id,idade,renda_estimada,valor_compra,qtd_parcelas,ja_usou_pix_parcelado_antes,score_credito,inadimplente,estrategia_lembrete,recuperou
CLI2651,41,2063.0,2052.24,6,1,628,0,N/A,0
CLI2652,41,1612.42,974.08,9,0,502,1,Lembrete com opção de renegociar,1
CLI2653,21,4730.49,763.82,3,0,433,0,N/A,0
CLI2654,39,2575.98,655.75,3,0,358,0,N/A,0
CLI2655,46,2368.92,1592.39,12,0,570,1,Lembrete simples,0
CLI2656,35,5989.54,1273.25,2,1,602,0,N/A,0
CLI2657,38,1027.39,1265.18,12,1,571,0,N/A,0
CLI2658,59,1682.0,2510.18,3,1,592,1,Lembrete simples,0
CLI2659,63,2123.77,260.29,4,1,882,0,N/A,0
CLI2660,23,4264.35,114.93,6,0,919,0,N/A,0
CLI2661,37,2009.02,2989.34,2,0,794,1,Lembrete com opção de renegociar,0
CLI2662,50,2929.29,2062.73,4,0,730,0,N/A,0
CLI2663,52,1288.0,1489.25,6,0,579,1,Lembrete com opção de renegociar,0
CLI2664,57,4025.87,381.97,2,0,552,0,N/A,0
CLI2665,63,2061.81,504.58,4,1,685,0,N/A,0
CLI2666,53,1289.8,551.06,2,0,631,0,N/A,0
CLI2667,46,1183.55,369.52,2,0,754,0,N/A,0
CLI2668,32,1728.77,813.14,12,0,385,1,Lembrete com opção de renegociar,1
CLI2669,28,900.0,766.73,3,0,496,0,N/A,0
CLI2670,22,1861.0,2953.23,3,0,741,0,N/A,0
CLI2671,25,1000.94,1361.25,2,0,604,0,N/A,0
CLI2672,59,900.0,933.7,2,1,743,0,N/A,0
CLI2673,18,2032.11,1443.96,2,0,510,0,N/A,0
CLI2674,43,900.0,1593.87,6,0,779,1,Lembrete simples,1
CLI2675,20,1903.91,2469.33,2,1,610,1,Lembrete simples,1
CLI2676,35,1251.7,970.18,3,1,652,0,N/A,0
CLI2677,46,2169.05,1736.61,4,1,796,0,N/A,0
CLI2678,46,3860.53,208.06,3,0,616,0,N/A,0
CLI2679,35,2331.4,2439.3,3,1,457,0,N/A,0
CLI2680,44,4394.39,1288.87,2,1,752,0,N/A,0
CLI2681,43,1844.46,2378.55,12,0,348,1,Lembrete simples,0
CLI2682,44,1040.01,497.81,3,1,753,0,N/A,0
CLI2683,36,1578.51,583.48,2,0,629,0,N/A,0
CLI2684,57,1547.6,1255.89,3,0,654,1,Lembrete simples,0
CLI2685,20,2319.15,1067.33,4,0,671,0,N/A,0
CLI2686,61,1982.25,1012.04,6,1,414,0,N/A,0
CLI2687,18,1213.6,1123.32,4,0,497,0,N/A,0
CLI2688,60,1552.8,2554.43,6,0,439,1,Lembrete simples,0
CLI2689,34,1737.28,1165.5,3,1,538,0,N/A,0
CLI2690,61,2120.77,1733.15,12,0,636,1,Lembrete com opção de renegociar,0
CLI2691,18,2693.4,2228.63,4,0,566,0,N/A,0
CLI2692,42,1999.76,1919.35,9,0,436,0,N/A,0
CLI2693,36,1041.88,2391.28,4,1,893,1,Lembrete simples,1
CLI2694,34,1553.29,751.4,2,0,803,1,Lembrete com opção de renegociar,0
CLI2695,62,3282.01,1377.16,4,0,852,0,N/A,0
CLI2696,18,2181.94,2490.24,3,0,414,1,Lembrete com opção de renegociar,1
CLI2697,24,922.64,2476.78,2,0,698,0,N/A,0
CLI2698,48,1534.25,1086.33,6,0,589,0,N/A,0
CLI2699,37,1303.04,1207.16,3,1,641,0,N/A,0
CLI2700,55,3137.17,844.18,6,0,535,0,N/A,0
CLI2701,25,2393.04,154.43,3,1,783,0,N/A,0
CLI2702,60,2427.48,1218.81,3,1,486,0,N/A,0
CLI2703,46,1991.48,1670.06,9,1,490,1,Lembrete com opção de renegociar,0
CLI2704,45,3626.94,1270.02,12,1,688,1,Lembrete com opção de renegociar,1
CLI2705,33,2957.98,319.4,9,1,753,0,N/A,0
CLI2706,29,3732.93,274.65,4,1,578,0,N/A,0
CLI2707,49,1274.54,2824.15,4,0,436,1,Lembrete com opção de renegociar,1
CLI2708,56,1036.16,2498.62,4,0,530,1,Lembrete com opção de renegociar,0
CLI2709,43,1652.47,1994.88,9,1,581,1,Lembrete com opção de renegociar,1
CLI2710,53,1851.68,664.09,6,0,676,0,N/A,0
CLI2711,40,1471.81,2396.36,6,1,785,0,N/A,0
CLI2712,35,2263.29,968.42,3,1,774,0,N/A,0
CLI2713,21,1125.16,1036.94,4,0,660,0,N/A,0
CLI2714,43,2167.97,1873.49,6,1,819,0,N/A,0
CLI2715,24,2338.27,712.36,12,0,816,0,N/A,0
CLI2716,24,3392.66,393.42,3,0,485,1,Lembrete com opção de renegociar,0
CLI2717,24,2213.52,1013.27,4,0,519,0,N/A,0
CLI2718,30,1547.87,941.05,2,1,300,1,Lembrete com opção de renegociar,1
CLI2719,47,1712.53,467.37,3,0,486,0,N/A,0
CLI2720,40,5980.58,2258.71,9,1,503,0,N/A,0
CLI2721,39,4486.88,909.13,2,1,655,0,N/A,0
CLI2722,28,2085.67,2800.1,3,0,557,0,N/A,0
CLI2723,28,1170.02,1884.43,6,1,562,0,N/A,0
CLI2724,21,1966.26,780.82,4,1,736,0,N/A,0
CLI2725,35,3634.79,842.14,2,0,440,0,N/A,0
CLI2726,54,1235.69,1008.25,2,0,494,1,Lembrete simples,1
CLI2727,39,1529.19,1197.95,4,0,439,1,Lembrete com opção de renegociar,1
CLI2728,49,2378.06,490.56,4,0,574,0,N/A,0
CLI2729,58,1731.06,2169.25,3,0,568,0,N/A,0
CLI2730,43,1330.76,2664.03,4,1,541,1,Lembrete simples,1
CLI2731,31,1522.5,2931.01,3,1,454,1,Lembrete com opção de renegociar,0
CLI2732,27,1964.87,1207.76,4,0,773,0,N/A,0
CLI2733,34,2703.22,452.58,12,1,522,0,N/A,0
CLI2734,27,1580.08,2925.22,3,1,446,1,Lembrete simples,0
CLI2735,37,2038.87,1413.98,9,0,631,0,N/A,0
CLI2736,31,1346.42,105.44,12,1,630,0,N/A,0
CLI2737,51,1580.19,799.3,4,0,592,0,N/A,0
CLI2738,48,1082.79,426.26,3,0,764,0,N/A,0
CLI2739,35,1924.31,1232.88,9,0,672,0,N/A,0
CLI2740,28,3948.32,1359.45,2,1,454,0,N/A,0
CLI2741,39,1767.34,2623.81,12,1,623,0,N/A,0
CLI2742,18,1648.3,182.56,6,0,336,1,Lembrete com opção de renegociar,0
CLI2743,26,6428.46,2542.11,6,0,596,0,N/A,0
CLI2744,53,2451.62,2272.95,12,0,633,1,Lembrete simples,1
CLI2745,51,3952.35,2548.12,4,1,465,0,N/A,0
CLI2746,44,900.0,1350.85,3,1,501,0,N/A,0
CLI2747,52,2055.36,2787.24,6,0,593,1,Lembrete com opção de renegociar,1
CLI2748,59,2562.26,1881.74,6,0,734,0,N/A,0
CLI2749,58,2693.5,1770.88,4,1,602,0,N/A,0
CLI2750,55,978.19,2657.71,12,0,704,1,Lembrete com opção de renegociar,1
CLI2751,36,1579.36,2139.68,2,1,652,0,N/A,0
CLI2752,36,2067.67,2732.04,4,0,503,0,N/A,0
CLI2753,37,1117.89,581.71,3,0,648,1,Lembrete simples,1
CLI2754,61,1210.93,1269.0,3,0,847,0,N/A,0
CLI2755,54,3196.35,515.69,2,0,370,1,Lembrete simples,0
CLI2756,42,1948.93,704.27,2,1,679,0,N/A,0
CLI2757,49,2125.9,1493.13,6,0,452,1,Lembrete com opção de renegociar,0
CLI2758,18,5486.97,1106.3,3,0,725,0,N/A,0
CLI2759,55,4025.24,1998.86,2,1,669,0,N/A,0
CLI2760,33,2636.69,472.84,4,0,729,0,N/A,0
CLI2761,56,2548.42,84.65,2,0,720,0,N/A,0
CLI2762,52,2938.67,562.07,6,0,419,1,Lembrete com opção de renegociar,1
CLI2763,23,900.0,2871.93,9,1,880,0,N/A,0
CLI2764,58,2670.36,2878.89,4,1,542,1,Lembrete simples,0
CLI2765,58,3570.92,175.35,2,1,656,0,N/A,0
CLI2766,63,1280.04,445.66,9,1,570,0,N/A,0
CLI2767,47,1758.07,1434.92,4,1,507,0,N/A,0
CLI2768,28,3543.96,176.92,4,1,300,0,N/A,0
CLI2769,47,1407.53,1247.78,6,0,787,0,N/A,0
CLI2770,54,1895.45,2332.64,2,0,443,0,N/A,0
CLI2771,48,3162.87,942.47,2,0,711,1,Lembrete simples,0
CLI2772,63,2678.95,364.53,3,0,750,0,N/A,0
CLI2773,48,3206.86,2868.89,4,0,450,1,Lembrete com opção de renegociar,0
CLI2774,28,1228.85,2322.94,2,0,474,1,Lembrete simples,0
CLI2775,21,1263.94,2923.21,6,0,731,1,Lembrete simples,0
CLI2776,63,1756.98,2267.29,6,0,629,0,N/A,0
CLI2777,63,2254.81,1378.87,2,0,567,0,N/A,0
CLI2778,44,900.0,1146.54,9,1,590,0,N/A,0
CLI2779,23,2433.3,492.74,2,0,704,0,N/A,0
CLI2780,35,2684.84,878.34,2,1,548,0,N/A,0
CLI2781,61,1418.15,2311.5,3,0,653,0,N/A,0
CLI2782,46,2416.53,1244.06,2,0,833,0,N/A,0
CLI2783,22,2844.76,1678.23,3,0,891,0,N/A,0
CLI2784,47,2874.08,770.97,2,0,661,0,N/A,0
CLI2785,18,2584.46,812.03,2,1,674,0,N/A,0
CLI2786,40,2998.93,2653.08,3,1,584,1,Lembrete com opção de renegociar,0
CLI2787,64,1494.58,2067.1,3,0,507,0,N/A,0
CLI2788,56,900.0,1861.14,2,1,653,1,Lembrete com opção de renegociar,0
CLI2789,35,932.46,1295.11,6,0,451,0,N/A,0
CLI2790,20,1393.56,813.38,12,0,639,0,N/A,0
CLI2791,19,4351.41,818.57,2,0,768,0,N/A,0
CLI2792,58,1507.84,1032.75,2,1,608,0,N/A,0
CLI2793,19,2081.68,2278.97,3,1,767,0,N/A,0
CLI2794,55,4170.7,2824.01,3,0,300,1,Lembrete simples,0
CLI2795,22,1510.6,724.18,6,0,394,1,Lembrete simples,0
CLI2796,53,2780.76,2491.24,3,1,499,1,Lembrete com opção de renegociar,0
CLI2797,53,1712.68,1852.3,12,1,625,1,Lembrete com opção de renegociar,0
CLI2798,38,2225.86,135.58,3,1,389,0,N/A,0
CLI2799,49,1362.11,2734.16,3,0,402,0,N/A,0
CLI2800,42,3359.28,2543.5,4,0,611,0,N/A,0
CLI2801,19,2124.35,997.22,3,0,677,1,Lembrete simples,0
CLI2802,61,2096.65,1831.33,3,0,661,0,N/A,0
CLI2803,61,5680.02,294.16,2,1,636,0,N/A,0
CLI2804,25,2734.04,2365.18,9,1,601,0,N/A,0
CLI2805,43,900.0,1513.19,12,1,507,1,Lembrete simples,0
CLI2806,24,1658.33,548.92,4,0,657,0,N/A,0
CLI2807,64,1518.61,212.08,6,0,323,1,Lembrete com opção de renegociar,1
CLI2808,59,1796.58,676.32,6,0,774,0,N/A,0
CLI2809,22,2099.29,2355.31,4,1,604,0,N/A,0
CLI2810,18,2264.56,2360.27,3,1,539,0,N/A,0
CLI2811,48,1182.7,738.58,6,0,623,0,N/A,0
CLI2812,36,2744.37,2286.61,12,1,764,0,N/A,0
CLI2813,18,6351.27,2813.54,6,0,412,0,N/A,0
CLI2814,29,4538.05,2522.62,4,0,399,0,N/A,0
CLI2815,38,2855.71,1264.5,3,1,643,0,N/A,0
CLI2816,57,900.0,1057.93,3,0,664,0,N/A,0
CLI2817,45,1618.02,1209.35,4,0,660,0,N/A,0
CLI2818,51,1868.72,2787.46,2,0,844,0,N/A,0
CLI2819,20,4290.79,2493.54,3,1,772,0,N/A,0
CLI2820,48,1842.36,1114.11,2,1,468,0,N/A,0
CLI2821,53,3461.4,1590.14,6,0,403,0,N/A,0
CLI2822,49,2019.99,2971.72,2,1,783,0,N/A,0
CLI2823,22,900.0,1925.2,4,0,300,1,Lembrete simples,1
CLI2824,26,2572.94,2108.95,4,0,584,0,N/A,0
CLI2825,37,1964.43,718.99,6,0,703,0,N/A,0
CLI2826,19,900.0,2946.59,2,0,585,1,Lembrete com opção de renegociar,0
CLI2827,48,2388.41,915.26,9,0,667,0,N/A,0
CLI2828,22,3110.31,440.96,9,0,424,1,Lembrete com opção de renegociar,0
CLI2829,24,3658.48,1046.2,4,1,611,0,N/A,0
CLI2830,48,1894.69,315.51,3,0,653,0,N/A,0
CLI2831,25,5232.45,1528.62,4,1,765,0,N/A,0
CLI2832,61,1047.69,1302.4,9,1,552,1,Lembrete simples,0
CLI2833,45,1774.24,2788.22,3,1,598,1,Lembrete com opção de renegociar,1
CLI2834,44,1436.46,621.01,3,1,495,1,Lembrete simples,0
CLI2835,27,1403.45,863.42,2,1,553,0,N/A,0
CLI2836,46,1463.78,2835.53,6,0,650,0,N/A,0
CLI2837,58,1126.53,1764.78,2,0,881,0,N/A,0
CLI2838,60,1693.98,397.35,9,1,829,0,N/A,0
CLI2839,56,2376.95,2122.73,12,0,700,1,Lembrete simples,1
CLI2840,26,2913.69,2632.54,6,0,457,1,Lembrete simples,0
CLI2841,54,900.0,1106.6,2,1,776,0,N/A,0
CLI2842,28,1419.43,1785.05,3,0,623,1,Lembrete simples,1
CLI2843,48,1599.8,2758.99,6,1,629,0,N/A,0
CLI2844,39,943.41,1565.01,3,1,602,0,N/A,0
CLI2845,49,2260.87,2266.75,4,0,612,0,N/A,0
CLI2846,43,1812.68,1992.27,3,1,482,0,N/A,0
CLI2847,23,1882.27,2401.83,2,1,661,0,N/A,0
CLI2848,48,3171.49,844.36,3,0,678,0,N/A,0
CLI2849,63,1125.68,1138.37,6,0,572,0,N/A,0
CLI2850,61,900.0,2635.88,12,0,483,1,Lembrete simples,1
CLI2851,49,900.0,1210.32,3,0,573,0,N/A,0
CLI2852,46,2123.41,711.85,12,1,695,0,N/A,0
CLI2853,37,4039.66,1225.51,6,0,338,0,N/A,0
CLI2854,52,1136.95,2573.23,2,0,621,1,Lembrete simples,0
CLI2855,47,3526.51,2953.41,9,0,783,0,N/A,0
CLI2856,41,1036.91,2225.33,4,0,532,1,Lembrete com opção de renegociar,0
CLI2857,41,1106.55,1131.84,2,0,824,0,N/A,0
CLI2858,41,1515.4,2125.11,2,1,540,0,N/A,0
CLI2859,59,1708.88,2360.88,2,0,425,1,Lembrete simples,0
CLI2860,20,1092.74,1030.49,2,1,511,0,N/A,0
CLI2861,36,1148.2,1673.31,6,0,473,1,Lembrete simples,0
CLI2862,31,1114.21,965.48,3,1,602,1,Lembrete simples,0
CLI2863,24,2615.08,2407.71,3,0,1000,0,N/A,0
CLI2864,26,3625.69,57.94,6,0,442,0,N/A,0
CLI2865,34,1995.02,152.25,2,0,463,0,N/A,0
CLI2866,24,1623.38,2736.14,4,0,532,1,Lembrete simples,0
CLI2867,44,1357.66,1056.57,2,0,673,1,Lembrete simples,0
CLI2868,42,1571.65,1539.98,3,0,717,1,Lembrete com opção de renegociar,0
CLI2869,55,2325.52,577.57,3,1,631,1,Lembrete simples,0
CLI2870,30,2120.24,696.34,2,0,504,1,Lembrete com opção de renegociar,0
CLI2871,19,2398.62,737.89,6,0,841,0,N/A,0
CLI2872,26,2869.06,2248.8,6,0,768,0,N/A,0
CLI2873,26,1527.92,2799.64,3,1,576,1,Lembrete simples,0
CLI2874,56,2030.27,2814.37,9,0,608,0,N/A,0
CLI2875,59,4790.25,2805.54,3,1,709,0,N/A,0
CLI2876,23,991.03,1157.31,2,0,785,0,N/A,0
CLI2877,63,1093.76,1588.18,9,0,696,0,N/A,0
CLI2878,50,1255.74,1379.58,2,1,680,1,Lembrete simples,0
CLI2879,42,4644.86,1689.55,4,0,488,0,N/A,0
CLI2880,39,1507.43,624.45,2,0,597,1,Lembrete com opção de renegociar,1
CLI2881,28,2070.28,1134.28,2,0,603,0,N/A,0
CLI2882,50,3343.33,165.7,9,1,395,0,N/A,0
CLI2883,63,1367.58,855.45,2,0,525,0,N/A,0
CLI2884,36,3022.02,2098.63,6,0,607,0,N/A,0
CLI2885,56,2706.18,1786.92,9,0,867,0,N/A,0
CLI2886,43,1625.77,233.25,6,0,538,1,Lembrete simples,0
CLI2887,28,2651.03,2516.82,2,0,303,0,N/A,0
CLI2888,37,2583.69,835.01,6,0,544,0,N/A,0
CLI2889,41,1668.8,375.71,6,1,860,0,N/A,0
CLI2890,24,1364.57,955.37,12,1,447,0,N/A,0
CLI2891,34,4826.68,2204.86,3,0,703,0,N/A,0
CLI2892,26,1621.03,2812.03,4,1,743,0,N/A,0
CLI2893,31,2755.32,2085.37,6,0,636,0,N/A,0
CLI2894,25,2068.33,699.04,2,1,872,0,N/A,0
CLI2895,58,1395.06,1548.55,2,0,962,0,N/A,0
CLI2896,35,4281.45,1669.1,2,0,420,1,Lembrete com opção de renegociar,1
CLI2897,20,1341.91,1937.67,4,1,495,1,Lembrete simples,0
CLI2898,18,1349.96,261.1,2,1,641,0,N/A,0
CLI2899,23,1877.29,1756.39,2,1,553,0,N/A,0
CLI2900,27,3431.99,383.24,3,0,531,1,Lembrete simples,1
CLI2901,54,1258.77,866.81,9,0,519,0,N/A,0
CLI2902,33,2000.38,322.15,6,0,864,0,N/A,0
CLI2903,51,2037.14,161.82,4,0,756,0,N/A,0
CLI2904,63,3915.81,1442.28,2,0,434,0,N/A,0
CLI2905,64,1895.93,866.47,2,0,516,0,N/A,0
CLI2906,62,2051.26,1356.3,9,1,404,1,Lembrete com opção de renegociar,0
CLI2907,62,2127.82,1771.79,9,0,677,0,N/A,0
CLI2908,33,3846.35,505.9,2,0,388,1,Lembrete simples,0
CLI2909,36,2782.4,681.28,2,0,549,0,N/A,0
CLI2910,18,4518.86,2255.17,9,1,644,0,N/A,0
CLI2911,25,2445.4,1559.81,6,1,708,0,N/A,0
CLI2912,33,4737.95,491.03,2,1,499,0,N/A,0
CLI2913,20,1993.51,2591.78,6,0,640,0,N/A,0
CLI2914,59,2694.63,2295.33,4,1,588,0,N/A,0
CLI2915,19,1690.28,2705.09,12,1,830,0,N/A,0
CLI2916,38,3098.67,2028.32,2,1,731,0,N/A,0
CLI2917,32,1857.23,544.66,2,0,614,0,N/A,0
CLI2918,56,2439.26,52.21,3,0,615,0,N/A,0
CLI2919,31,1696.86,1762.99,4,0,690,0,N/A,0
CLI2920,49,2962.92,1273.19,12,0,777,0,N/A,0
CLI2921,47,2301.74,2093.52,3,0,591,0,N/A,0
CLI2922,44,1888.33,158.23,2,1,643,0,N/A,0
CLI2923,61,2557.77,538.75,6,0,330,0,N/A,0
CLI2924,63,3388.16,156.53,4,0,421,0,N/A,0
CLI2925,21,5386.94,138.19,2,1,463,0,N/A,0
CLI2926,25,2178.98,2200.0,4,1,693,0,N/A,0
CLI2927,31,1062.65,1263.86,3,1,780,1,Lembrete com opção de renegociar,0
CLI2928,36,2084.01,2578.31,9,0,490,1,Lembrete com opção de renegociar,1
CLI2929,40,1786.7,1041.41,2,0,629,0,N/A,0
CLI2930,52,2047.36,2167.58,3,1,344,0,N/A,0
CLI2931,56,4930.05,2195.75,9,1,576,0,N/A,0
CLI2932,23,2312.67,1556.15,2,0,799,0,N/A,0
CLI2933,38,1674.6,2763.59,2,0,455,1,Lembrete simples,0
CLI2934,57,2167.74,427.54,6,0,769,0,N/A,0
CLI2935,21,2216.02,1505.79,2,1,697,0,N/A,0
CLI2936,31,1042.12,2502.2,9,1,678,1,Lembrete simples,0
CLI2937,32,1998.09,1232.07,6,0,607,0,N/A,0
CLI2938,37,925.05,2193.85,4,1,694,1,Lembrete simples,1
CLI2939,57,1078.06,1279.55,12,1,398,1,Lembrete simples,0
CLI2940,61,2983.43,142.15,2,0,756,0,N/A,0
CLI2941,63,1984.47,792.85,4,0,389,0,N/A,0
CLI2942,56,1971.2,1407.32,12,0,620,0,N/A,0
CLI2943,47,2091.31,2250.3,3,0,464,1,Lembrete simples,0
CLI2944,34,3706.56,129.4,4,0,729,0,N/A,0
CLI2945,25,930.5,520.95,2,1,535,0,N/A,0
CLI2946,52,2570.07,942.15,4,0,326,1,Lembrete simples,0
CLI2947,33,1522.55,1883.98,2,0,608,1,Lembrete simples,0
CLI2948,50,2330.13,1363.15,3,0,486,0,N/A,0
CLI2949,59,3708.99,656.24,9,1,383,0,N/A,0
CLI2950,38,900.0,1879.6,2,0,642,1,Lembrete com opção de renegociar,0
CLI2951,29,4418.34,2209.55,2,0,415,0,N/A,0
CLI2952,57,2682.47,495.18,2,0,464,0,N/A,0
CLI2953,50,3627.26,300.75,12,0,540,0,N/A,0
CLI2954,52,3162.41,2874.63,4,0,303,1,Lembrete com opção de renegociar,0
CLI2955,35,2652.37,2406.78,3,1,466,0,N/A,0
CLI2956,22,900.0,1682.08,2,1,540,1,Lembrete com opção de renegociar,1
CLI2957,27,2851.92,1676.62,3,0,677,0,N/A,0
CLI2958,64,2441.96,2521.59,6,1,722,0,N/A,0
CLI2959,59,2439.4,1769.63,6,0,569,0,N/A,0
CLI2960,32,900.0,2895.3,3,0,591,1,Lembrete com opção de renegociar,1
CLI2961,30,2078.21,2263.02,3,1,434,0,N/A,0
CLI2962,18,1886.08,2687.76,12,0,667,0,N/A,0
CLI2963,50,2619.75,1448.99,9,0,536,0,N/A,0
CLI2964,56,2834.66,1134.7,3,0,446,0,N/A,0
CLI2965,28,3975.2,1626.78,2,0,760,0,N/A,0
CLI2966,56,1939.54,2613.66,6,0,453,1,Lembrete com opção de renegociar,0
CLI2967,55,2553.34,2906.08,6,0,719,0,N/A,0
CLI2968,45,933.08,2191.26,4,1,642,1,Lembrete simples,0
CLI2969,28,1789.0,557.12,2,1,840,0,N/A,0
CLI2970,51,2352.39,2627.17,6,0,377,0,N/A,0
CLI2971,45,1103.66,2572.48,3,0,448,1,Lembrete com opção de renegociar,0
CLI2972,31,900.0,2179.62,4,1,552,1,Lembrete simples,0
CLI2973,58,2036.87,1651.21,4,1,534,1,Lembrete simples,0
CLI2974,27,937.22,1657.95,4,0,628,0,N/A,0
CLI2975,55,3553.51,2294.78,9,1,527,0,N/A,0
CLI2976,43,2484.33,1670.58,12,0,662,0,N/A,0
CLI2977,48,2356.79,1119.08,9,0,642,0,N/A,0
CLI2978,39,1503.22,2687.36,12,0,745,0,N/A,0
CLI2979,48,1237.73,120.62,2,0,651,0,N/A,0
CLI2980,44,1225.93,1591.93,4,0,565,0,N/A,0
CLI2981,42,2331.08,1489.94,12,0,550,1,Lembrete simples,0
CLI2982,61,3728.93,1029.82,4,0,744,0,N/A,0
CLI2983,41,4067.01,635.3,9,1,678,0,N/A,0
CLI2984,34,1116.06,1089.4,4,1,458,0,N/A,0
CLI2985,23,1934.31,1967.79,2,1,585,0,N/A,0
CLI2986,64,1468.36,929.32,4,0,673,0,N/A,0
CLI2987,33,2715.53,1485.65,2,1,818,0,N/A,0
CLI2988,50,2652.77,1653.13,12,1,622,0,N/A,0
CLI2989,30,1205.82,1109.26,4,1,380,1,Lembrete com opção de renegociar,1
CLI2990,59,1313.35,1337.12,6,0,720,0,N/A,0
CLI2991,27,3090.84,1865.32,4,0,494,0,N/A,0
CLI2992,38,2271.82,669.63,3,0,384,0,N/A,0
CLI2993,56,1371.42,1485.86,4,0,663,1,Lembrete simples,1
CLI2994,19,1105.87,1620.49,4,0,341,1,Lembrete com opção de renegociar,0
CLI2995,61,1210.66,2490.25,9,1,669,1,Lembrete simples,1
CLI2996,28,2392.64,867.95,2,1,594,0,N/A,0
CLI2997,31,5324.24,2421.02,6,0,743,0,N/A,0
CLI2998,19,923.96,2080.7,12,0,717,0,N/A,0
CLI2999,30,900.0,2522.49,6,1,547,1,Lembrete simples,0
CLI3000,28,1634.52,2118.57,4,0,325,1,Lembrete com opção de renegociar,0
CLI3001,28,1795.09,709.67,2,0,615,0,N/A,0
CLI3002,28,1364.91,1648.92,12,0,747,0,N/A,0
CLI3003,62,1683.09,2446.73,3,0,407,1,Lembrete simples,1
CLI3004,57,949.67,1411.35,3,0,590,0,N/A,0
CLI3005,59,949.56,2096.05,4,1,432,1,Lembrete simples,0
CLI3006,59,2145.08,1783.2,6,0,520,0,N/A,0
CLI3007,21,2766.85,1194.5,4,1,705,0,N/A,0
CLI3008,61,1256.88,1165.8,2,0,727,0,N/A,0
CLI3009,27,3360.73,893.6,4,1,342,0,N/A,0
CLI3010,42,2793.41,92.33,3,1,628,0,N/A,0
CLI3011,55,3712.79,1070.74,2,1,789,0,N/A,0
CLI3012,32,3361.27,2449.97,6,0,774,0,N/A,0
CLI3013,52,2550.1,2479.5,2,1,934,0,N/A,0
CLI3014,49,5498.49,1075.85,6,0,469,0,N/A,0
CLI3015,28,3626.25,1604.18,4,0,863,0,N/A,0
CLI3016,52,1345.78,1993.49,2,0,477,1,Lembrete com opção de renegociar,1
CLI3017,64,3127.24,1049.38,6,0,746,0,N/A,0
CLI3018,34,2166.88,1359.49,3,1,605,0,N/A,0
CLI3019,25,2246.56,1783.42,3,0,545,0,N/A,0
CLI3020,53,991.74,898.35,4,0,661,0,N/A,0
CLI3021,38,1146.27,1261.51,2,0,1000,0,N/A,0
CLI3022,53,974.25,320.44,3,0,900,0,N/A,0
CLI3023,40,1628.41,2635.55,9,1,660,0,N/A,0
CLI3024,18,2776.42,2106.65,2,0,715,0,N/A,0
CLI3025,40,1268.3,1361.63,2,1,596,0,N/A,0
CLI3026,36,1412.1,607.16,9,0,737,0,N/A,0
CLI3027,46,2608.76,1629.34,6,0,511,0,N/A,0
CLI3028,35,1195.28,1885.95,6,1,687,0,N/A,0
CLI3029,33,946.24,1958.36,12,1,586,0,N/A,0
CLI3030,49,2887.52,1365.13,2,0,515,0,N/A,0
CLI3031,53,3928.76,720.56,12,0,610,0,N/A,0
CLI3032,45,2989.12,403.66,6,0,602,0,N/A,0
CLI3033,35,1262.8,2445.47,6,0,797,1,Lembrete com opção de renegociar,0
CLI3034,27,2538.62,648.36,12,1,600,0,N/A,0
CLI3035,20,1185.4,2037.93,3,0,638,0,N/A,0
CLI3036,27,2697.36,1468.74,2,0,756,0,N/A,0
CLI3037,20,2498.62,2733.52,2,0,817,0,N/A,0
CLI3038,46,2210.88,1192.02,6,1,713,0,N/A,0
CLI3039,24,1875.97,2238.47,4,0,698,0,N/A,0
CLI3040,58,1513.18,2177.59,6,1,300,1,Lembrete simples,0
CLI3041,52,3806.59,2587.21,12,0,795,0,N/A,0
CLI3042,19,1830.47,2493.28,2,0,668,1,Lembrete simples,0
CLI3043,46,1332.3,339.22,3,1,423,1,Lembrete simples,1
CLI3044,62,2068.57,2994.49,3,0,598,0,N/A,0
CLI3045,42,2371.28,876.9,2,0,699,0,N/A,0
CLI3046,51,2187.79,2617.4,2,1,442,1,Lembrete simples,1
CLI3047,61,2189.31,273.81,6,0,767,0,N/A,0
CLI3048,40,1329.96,2906.87,2,1,638,1,Lembrete simples,0
CLI3049,19,1864.25,1356.35,6,0,622,0,N/A,0
CLI3050,47,900.0,730.37,2,0,660,0,N/A,0
CLI3051,60,2945.86,479.27,2,0,339,0,N/A,0
CLI3052,24,2043.31,2556.52,9,0,512,0,N/A,0
CLI3053,52,2376.4,84.54,12,1,770,0,N/A,0
CLI3054,52,1469.94,1241.82,12,0,480,0,N/A,0
CLI3055,56,2085.27,2345.11,12,1,398,1,Lembrete com opção de renegociar,1
CLI3056,48,1776.73,2917.95,12,0,704,1,Lembrete simples,0
CLI3057,63,1218.36,2433.59,3,0,843,0,N/A,0
CLI3058,43,2017.37,312.87,6,0,500,1,Lembrete com opção de renegociar,0
CLI3059,41,1293.78,1150.74,6,1,771,0,N/A,0
CLI3060,55,3074.41,1076.14,6,0,440,0,N/A,0
CLI3061,57,1587.09,1120.61,2,0,611,0,N/A,0
CLI3062,52,1111.43,2598.2,2,0,385,1,Lembrete simples,0
CLI3063,26,2325.09,470.09,2,0,655,0,N/A,0
CLI3064,26,3887.81,2591.18,2,0,571,0,N/A,0
CLI3065,53,1786.9,840.89,3,1,488,1,Lembrete simples,0
CLI3066,29,1342.97,685.41,2,0,686,0,N/A,0
